product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P1458,03-04-2025,S7,286,11,7,63,Yes,Low,No
P1459,04-04-2025,S5,207,67,1,77,No,Medium,No
P1460,05-04-2025,S12,113,115,6,75,No,Low,No
P1461,06-04-2025,S17,479,50,6,92,Yes,Medium,No
P1462,07-04-2025,S13,21,67,3,88,Yes,Medium,No
P1463,08-04-2025,S3,348,108,2,98,Yes,Medium,No
P1464,09-04-2025,S9,213,16,12,69,No,High,No
P1465,10-04-2025,S17,170,17,2,68,Yes,Medium,No
P1466,11-04-2025,S17,322,47,14,90,No,Low,No
P1467,12-04-2025,S20,53,21,13,87,No,Medium,No
P1468,13-04-2025,S16,393,67,9,62,No,Low,No
P1469,14-04-2025,S13,297,85,11,73,No,Medium,No
P1470,15-04-2025,S19,319,40,5,84,No,Medium,Yes
P1471,16-04-2025,S17,125,89,7,74,Yes,High,No
P1472,17-04-2025,S4,276,12,12,61,No,Low,No
P1473,18-04-2025,S12,463,73,5,83,No,Medium,No
P1474,19-04-2025,S9,203,94,7,73,Yes,Medium,Yes
P1475,20-04-2025,S19,193,84,13,66,No,Low,No
P1476,21-04-2025,S12,168,40,4,95,Yes,Medium,No
P1477,22-04-2025,S9,151,32,8,83,Yes,High,Yes
P1478,23-04-2025,S7,34,97,13,86,Yes,Low,Yes
P1479,24-04-2025,S14,183,51,11,96,No,High,No
P1480,25-04-2025,S20,285,80,14,97,No,Low,No
P1481,26-04-2025,S19,56,105,10,89,No,Low,Yes
P1482,27-04-2025,S15,221,34,13,86,Yes,Low,No
P1483,28-04-2025,S16,302,27,11,98,No,Medium,No
P1484,29-04-2025,S5,162,20,10,74,No,Low,No
P1485,30-04-2025,S3,18,18,7,85,No,Low,No
P1486,01-05-2025,S12,369,78,10,60,Yes,Low,No
P1487,02-05-2025,S20,263,75,5,63,Yes,High,No
P1488,03-05-2025,S4,281,113,11,88,Yes,Low,No
P1489,04-05-2025,S16,112,56,6,60,No,Medium,No
P1490,05-05-2025,S7,487,41,5,81,No,Low,No
P1491,06-05-2025,S13,326,33,7,70,No,Low,No
P1492,07-05-2025,S10,29,71,12,69,No,High,No
P1493,08-05-2025,S7,134,19,2,76,No,Medium,Yes
P1494,09-05-2025,S14,66,104,5,95,No,Medium,Yes
P1495,10-05-2025,S5,64,51,10,85,No,Medium,No
P1496,11-05-2025,S3,291,50,3,80,Yes,Low,No
P1497,12-05-2025,S11,24,56,9,72,Yes,Low,No
P1498,13-05-2025,S11,36,23,13,68,No,Medium,Yes
P1499,14-05-2025,S18,0,81,6,70,No,Medium,Yes
P1500,15-05-2025,S15,398,110,13,70,Yes,High,No
P1501,16-05-2025,S12,36,25,10,65,No,Medium,No
P1502,17-05-2025,S9,140,68,3,60,No,Low,No
P1503,18-05-2025,S10,231,41,7,65,No,Low,Yes
P1504,19-05-2025,S12,135,31,4,72,No,Low,No
P1505,20-05-2025,S17,388,59,14,81,No,High,No
P1506,21-05-2025,S6,187,33,3,90,No,Medium,No
P1507,22-05-2025,S7,127,24,8,81,Yes,Low,No
P1508,23-05-2025,S14,200,29,13,96,No,High,No
P1509,24-05-2025,S13,126,74,4,86,No,High,No
P1510,25-05-2025,S8,256,67,11,73,No,Low,No
P1511,26-05-2025,S10,163,40,1,64,No,High,No
P1512,27-05-2025,S9,34,6,6,95,Yes,High,Yes
P1513,28-05-2025,S18,193,26,10,91,No,Low,Yes
P1514,29-05-2025,S2,190,100,11,93,Yes,High,No
P1515,30-05-2025,S5,103,20,11,66,No,Low,Yes
P1516,31-05-2025,S5,22,22,1,69,No,Low,Yes
P1517,01-06-2025,S6,264,73,5,76,No,High,No
P1518,02-06-2025,S19,289,58,7,89,No,Low,No
P1519,03-06-2025,S8,429,104,6,80,No,Low,No
P1520,04-06-2025,S16,461,34,14,72,Yes,Medium,No
P1521,05-06-2025,S13,383,49,2,60,No,Low,No
P1522,06-06-2025,S1,259,23,11,60,Yes,Medium,No
P1523,07-06-2025,S20,413,91,4,92,No,Medium,No
P1524,08-06-2025,S17,478,38,11,97,Yes,Medium,Yes
P1525,09-06-2025,S7,357,17,2,84,No,Medium,Yes
P1526,10-06-2025,S13,74,47,11,85,No,High,No
P1527,11-06-2025,S4,354,66,1,72,No,High,Yes
P1528,12-06-2025,S4,71,97,3,87,Yes,Low,Yes
P1529,13-06-2025,S6,258,104,3,92,No,Low,Yes
P1530,14-06-2025,S19,397,26,12,96,No,Low,No
P1531,15-06-2025,S12,187,56,7,89,No,High,No
P1532,16-06-2025,S7,460,56,1,67,No,Medium,No
P1533,17-06-2025,S10,172,115,9,60,No,High,Yes
P1534,18-06-2025,S19,479,40,11,71,No,High,No
P1535,19-06-2025,S7,289,77,6,64,No,Low,Yes
P1536,20-06-2025,S3,44,107,4,83,No,Low,No
P1537,21-06-2025,S13,60,119,3,65,No,Low,No
P1538,22-06-2025,S13,82,23,3,84,No,Medium,No
P1539,23-06-2025,S18,122,42,2,60,Yes,Medium,No
P1540,24-06-2025,S20,357,74,2,84,No,High,No
P1541,25-06-2025,S8,15,115,14,60,No,Medium,No
P1542,26-06-2025,S9,65,83,12,91,No,Low,No
P1543,27-06-2025,S7,423,61,13,62,No,Medium,No
P1544,28-06-2025,S1,144,24,10,78,Yes,Medium,No
P1545,29-06-2025,S3,374,13,5,88,Yes,Medium,No
P1546,30-06-2025,S13,161,36,9,61,No,Medium,No
P1547,01-07-2025,S17,233,8,2,68,No,Low,No
P1548,02-07-2025,S1,379,54,2,76,No,Low,Yes
P1549,03-07-2025,S6,143,86,12,95,No,High,No
P1550,04-07-2025,S6,357,9,6,76,No,High,No
P1551,05-07-2025,S12,187,24,13,71,No,High,No
P1552,06-07-2025,S13,321,91,10,79,No,Medium,Yes
P1553,07-07-2025,S13,449,79,2,62,No,Medium,No
P1554,08-07-2025,S15,473,41,12,63,No,Low,No
P1555,09-07-2025,S16,12,26,4,76,Yes,High,No
P1556,10-07-2025,S11,183,62,6,96,No,Low,No
P1557,11-07-2025,S5,110,72,5,74,No,High,No
P1558,12-07-2025,S4,414,97,1,92,No,High,No
P1559,13-07-2025,S3,289,48,6,75,Yes,High,Yes
P1560,14-07-2025,S19,294,38,1,70,No,Medium,No
P1561,15-07-2025,S20,450,81,3,79,Yes,High,No
P1562,16-07-2025,S18,391,46,10,97,No,High,No
P1563,17-07-2025,S15,214,13,5,83,Yes,Medium,No
P1564,18-07-2025,S9,461,110,14,75,No,High,No
P1565,19-07-2025,S17,119,99,10,89,No,Medium,No
P1566,20-07-2025,S14,381,11,13,93,No,Medium,No
P1567,21-07-2025,S15,54,72,5,60,Yes,Low,No
P1568,22-07-2025,S1,26,23,13,83,Yes,Medium,No
P1569,23-07-2025,S3,117,110,10,83,Yes,Medium,No
P1570,24-07-2025,S16,220,98,6,68,Yes,Medium,No
P1571,25-07-2025,S11,230,35,12,81,No,High,Yes
P1572,26-07-2025,S12,52,39,10,71,Yes,Low,No
P1573,27-07-2025,S10,294,61,8,76,No,High,No
P1574,28-07-2025,S16,320,89,5,84,Yes,Medium,Yes
P1575,29-07-2025,S8,400,65,14,87,No,Medium,No
P1576,30-07-2025,S6,232,35,11,74,No,Low,No
P1577,31-07-2025,S12,157,87,1,89,Yes,Low,No
P1578,01-08-2025,S8,436,99,5,86,No,Medium,No
P1579,02-08-2025,S4,268,57,3,81,Yes,Medium,No
P1580,03-08-2025,S8,20,36,4,69,Yes,High,No
P1581,04-08-2025,S18,402,70,13,90,No,Medium,No
P1582,05-08-2025,S5,52,63,8,86,No,High,No
P1583,06-08-2025,S9,274,14,7,71,No,Low,No
P1584,07-08-2025,S4,312,6,11,90,No,High,No
P1585,08-08-2025,S17,280,70,5,91,No,Medium,No
P1586,09-08-2025,S9,213,64,2,91,No,High,Yes
P1587,10-08-2025,S1,30,92,6,94,No,High,Yes
P1588,11-08-2025,S20,336,21,11,80,No,Low,No
P1589,12-08-2025,S13,182,100,6,69,Yes,High,No
P1590,13-08-2025,S16,22,20,10,75,Yes,Medium,No
P1591,14-08-2025,S13,31,20,10,66,No,High,No
P1592,15-08-2025,S14,445,50,14,63,No,High,Yes
P1593,16-08-2025,S3,73,43,11,86,Yes,High,Yes
P1594,17-08-2025,S6,9,35,6,84,No,Medium,No
P1595,18-08-2025,S18,483,111,14,90,Yes,High,No
P1596,19-08-2025,S19,455,92,9,70,No,Medium,No
P1597,20-08-2025,S5,53,5,11,79,Yes,High,No
P1598,21-08-2025,S15,51,15,8,95,No,Low,Yes
P1599,22-08-2025,S2,147,89,8,76,No,Low,No
P1600,23-08-2025,S10,159,8,1,70,Yes,Low,No
P1601,24-08-2025,S18,369,75,5,89,No,Medium,No
P1602,25-08-2025,S13,13,30,7,94,No,Medium,No
P1603,26-08-2025,S5,177,115,6,97,Yes,Medium,No
P1604,27-08-2025,S1,411,54,5,81,Yes,High,No
P1605,28-08-2025,S1,365,16,8,86,Yes,Medium,Yes
P1606,29-08-2025,S18,499,99,3,96,No,Medium,Yes
P1607,30-08-2025,S15,52,85,6,94,No,Medium,No
P1608,31-08-2025,S17,407,101,5,63,Yes,Medium,No
P1609,01-09-2025,S11,334,79,8,75,No,Low,Yes
P1610,02-09-2025,S17,21,96,4,75,Yes,High,No
P1611,03-09-2025,S13,29,100,8,80,No,Low,No
P1612,04-09-2025,S1,190,69,10,85,Yes,High,No
P1613,05-09-2025,S2,259,51,14,95,No,High,Yes
P1614,06-09-2025,S9,204,96,2,78,No,Low,No
P1615,07-09-2025,S3,58,57,9,76,No,Medium,No
P1616,08-09-2025,S1,470,110,13,85,No,Low,Yes
P1617,09-09-2025,S16,263,75,9,81,No,High,No
P1618,10-09-2025,S6,465,6,14,87,No,High,No
P1619,11-09-2025,S17,11,110,10,60,No,Medium,No
P1620,12-09-2025,S5,118,28,10,95,No,Low,No
P1621,13-09-2025,S5,414,8,13,96,No,High,No
P1622,14-09-2025,S6,461,112,6,61,No,Low,No
P1623,15-09-2025,S3,289,23,4,76,No,Medium,No
P1624,16-09-2025,S5,337,30,4,99,No,Medium,No
P1625,17-09-2025,S5,247,79,13,97,Yes,High,No
P1626,18-09-2025,S10,353,44,6,80,No,Medium,Yes
P1627,19-09-2025,S10,126,54,5,68,No,High,No
P1628,20-09-2025,S19,74,47,6,72,No,High,Yes
P1629,21-09-2025,S17,360,79,7,70,No,Medium,Yes
P1630,22-09-2025,S14,203,113,7,75,No,Medium,No
P1631,23-09-2025,S9,48,71,9,75,Yes,Low,No
P1632,24-09-2025,S14,78,16,8,61,No,Low,Yes
P1633,25-09-2025,S1,440,71,13,67,No,High,No
P1634,26-09-2025,S19,478,110,6,72,No,Low,No
P1635,27-09-2025,S13,240,31,12,76,Yes,High,No
P1636,28-09-2025,S13,348,117,6,98,Yes,Medium,No
P1637,29-09-2025,S4,153,58,14,83,Yes,Medium,Yes
P1638,30-09-2025,S1,273,70,5,62,No,Low,No
P1639,01-10-2025,S17,95,53,1,89,No,High,No
P1640,02-10-2025,S8,213,20,9,72,Yes,High,Yes
P1641,03-10-2025,S2,293,6,9,78,No,Low,Yes
P1642,04-10-2025,S8,208,64,9,66,No,High,No
P1643,05-10-2025,S7,342,58,11,68,No,High,No
P1644,06-10-2025,S2,87,34,8,78,No,Medium,No
P1645,07-10-2025,S3,305,88,13,99,No,High,Yes
P1646,08-10-2025,S18,263,42,10,81,Yes,High,No
P1647,09-10-2025,S12,424,32,13,77,No,High,No
P1648,10-10-2025,S1,389,29,3,82,Yes,Low,Yes
P1649,11-10-2025,S12,324,100,1,61,No,Low,No
P1650,12-10-2025,S5,427,14,11,70,No,Low,Yes
P1651,13-10-2025,S17,376,64,12,90,Yes,High,No
P1652,14-10-2025,S16,319,46,12,92,Yes,High,No
P1653,15-10-2025,S15,156,44,8,73,No,Low,No
P1654,16-10-2025,S15,155,101,7,75,No,Low,Yes
P1655,17-10-2025,S5,138,81,13,70,No,High,No
P1656,18-10-2025,S14,120,109,5,92,Yes,High,No
P1657,19-10-2025,S2,64,46,10,66,Yes,Medium,No
P1658,20-10-2025,S11,106,51,7,90,No,Low,Yes
P1659,21-10-2025,S19,146,41,10,73,Yes,High,Yes
P1660,22-10-2025,S7,136,84,4,87,No,Low,No
P1661,23-10-2025,S6,410,113,9,75,Yes,Low,No
P1662,24-10-2025,S2,161,26,11,78,No,Low,Yes
P1663,25-10-2025,S6,427,61,10,76,Yes,Medium,No
P1664,26-10-2025,S18,451,88,14,85,Yes,High,No
P1665,27-10-2025,S2,99,118,2,65,No,High,No
P1666,28-10-2025,S18,337,111,9,68,No,Low,No
P1667,29-10-2025,S15,398,31,9,76,Yes,High,No
P1668,30-10-2025,S19,306,45,5,90,Yes,Medium,Yes
P1669,31-10-2025,S2,140,84,11,71,Yes,Low,Yes
P1670,01-11-2025,S20,82,38,1,82,No,Medium,No
P1671,02-11-2025,S6,176,36,7,64,No,Medium,No
P1672,03-11-2025,S1,197,94,10,95,Yes,High,No
P1673,04-11-2025,S15,111,93,10,95,No,High,No
P1674,05-11-2025,S10,55,70,4,62,No,Medium,No
P1675,06-11-2025,S19,459,16,9,83,No,High,Yes
P1676,07-11-2025,S17,178,44,6,76,No,Medium,No
P1677,08-11-2025,S5,420,77,13,98,Yes,Medium,No
P1678,09-11-2025,S4,400,80,3,85,Yes,Low,No
P1679,10-11-2025,S10,185,94,6,63,Yes,Medium,No
P1680,11-11-2025,S17,470,77,13,71,No,Medium,No
P1681,12-11-2025,S10,217,14,10,60,No,High,No
P1682,13-11-2025,S17,412,100,6,80,No,Low,Yes
P1683,14-11-2025,S20,416,102,5,78,Yes,High,Yes
P1684,15-11-2025,S5,315,52,2,80,No,Low,No
P1685,16-11-2025,S2,474,24,10,77,Yes,High,No
P1686,17-11-2025,S6,216,43,10,62,Yes,Medium,Yes
P1687,18-11-2025,S2,119,64,2,91,No,Low,No
P1688,19-11-2025,S13,438,70,7,69,Yes,Low,No
P1689,20-11-2025,S11,393,69,2,99,Yes,Low,No
P1690,21-11-2025,S11,174,55,12,74,No,Low,No
P1691,22-11-2025,S16,22,40,6,64,Yes,High,No
P1692,23-11-2025,S11,212,28,5,63,Yes,High,Yes
P1693,24-11-2025,S19,404,31,4,87,Yes,Low,No
P1694,25-11-2025,S15,234,6,7,63,No,Low,No
P1695,26-11-2025,S16,12,35,8,74,No,Low,Yes
P1696,27-11-2025,S11,100,61,4,76,Yes,High,No
P1697,28-11-2025,S16,416,82,1,62,No,Low,No
P1698,29-11-2025,S8,23,70,1,69,Yes,Low,No
P1699,30-11-2025,S4,363,33,1,82,No,Low,No
P1700,01-12-2025,S8,10,19,11,77,No,High,No
P1701,02-12-2025,S4,272,16,1,60,No,Medium,No
P1702,03-12-2025,S3,451,105,5,94,No,Medium,Yes
P1703,04-12-2025,S3,430,32,4,90,No,High,No
P1704,05-12-2025,S18,280,88,13,60,No,Medium,No
P1705,06-12-2025,S19,93,107,14,62,No,Low,Yes
P1706,07-12-2025,S19,200,28,9,62,No,Low,No
P1707,08-12-2025,S5,20,25,3,96,No,High,No
P1708,09-12-2025,S18,339,14,14,78,No,High,No
P1709,10-12-2025,S10,466,114,7,88,Yes,Medium,Yes
P1710,11-12-2025,S6,210,82,11,84,Yes,Medium,No
P1711,12-12-2025,S1,139,105,8,92,No,Low,Yes
P1712,13-12-2025,S5,292,22,6,95,No,High,No
P1713,14-12-2025,S9,297,92,12,88,No,Medium,No
P1714,15-12-2025,S12,400,18,13,85,Yes,Medium,No
P1715,16-12-2025,S14,100,38,10,63,Yes,Low,No
P1716,17-12-2025,S2,303,62,13,73,No,Low,Yes
P1717,18-12-2025,S17,358,80,1,86,No,Low,No
P1718,19-12-2025,S14,27,26,8,92,Yes,Low,No
P1719,20-12-2025,S13,40,74,10,81,No,Medium,No
P1720,21-12-2025,S9,354,40,3,62,No,High,No
P1721,22-12-2025,S15,302,49,8,82,No,High,Yes
P1722,23-12-2025,S15,495,40,12,80,No,Low,Yes
P1723,24-12-2025,S11,145,26,4,82,No,Low,Yes
P1724,25-12-2025,S16,255,82,8,63,No,Medium,No
P1725,26-12-2025,S17,461,84,11,80,No,Low,Yes
P1726,27-12-2025,S4,226,65,1,96,Yes,High,Yes
P1727,28-12-2025,S1,235,104,3,90,No,Low,No
P1728,29-12-2025,S8,360,60,6,80,Yes,High,No
P1729,30-12-2025,S17,379,93,9,85,Yes,Low,No
P1730,31-12-2025,S3,454,100,2,94,No,Low,No
P1731,01-01-2026,S20,488,37,11,97,No,High,No
P1732,02-01-2026,S15,12,49,1,83,No,Medium,No
P1733,03-01-2026,S15,209,40,10,70,No,Medium,No
P1734,04-01-2026,S14,228,24,3,88,No,Low,No
P1735,05-01-2026,S14,396,22,4,62,No,Low,Yes
P1736,06-01-2026,S2,99,42,11,60,No,High,Yes
P1737,07-01-2026,S13,30,71,5,78,Yes,High,No
P1738,08-01-2026,S14,385,27,3,81,Yes,Low,No
P1739,09-01-2026,S19,15,100,13,73,No,High,No
P1740,10-01-2026,S7,136,113,10,73,No,Medium,No
P1741,11-01-2026,S3,328,20,11,75,No,Medium,Yes
P1742,12-01-2026,S15,165,63,2,92,No,High,No
P1743,13-01-2026,S14,458,73,2,72,No,High,No
P1744,14-01-2026,S11,309,72,7,97,No,High,No
P1745,15-01-2026,S15,439,25,9,71,No,Medium,Yes
P1746,16-01-2026,S13,469,108,10,97,Yes,Low,Yes
P1747,17-01-2026,S18,480,119,2,98,Yes,High,No
P1748,18-01-2026,S6,99,82,7,92,Yes,High,No
P1749,19-01-2026,S3,108,107,7,92,No,High,Yes
P1750,20-01-2026,S19,342,99,11,88,Yes,Low,Yes
P1751,21-01-2026,S15,172,82,7,64,No,High,No
P1752,22-01-2026,S5,236,74,3,65,No,High,No
P1753,23-01-2026,S10,161,16,12,90,Yes,Medium,Yes
P1754,24-01-2026,S7,392,20,7,75,Yes,High,No
P1755,25-01-2026,S17,215,85,1,90,No,Medium,No
P1756,26-01-2026,S7,263,113,10,84,No,Low,No
P1757,27-01-2026,S12,262,91,1,92,No,High,No
P1758,28-01-2026,S17,291,18,5,72,No,High,No
P1759,29-01-2026,S13,273,65,2,69,No,Medium,No
P1760,30-01-2026,S20,2,75,9,83,No,Low,No
P1761,31-01-2026,S4,27,50,7,69,No,Low,No
P1762,01-02-2026,S10,325,36,4,90,No,Medium,No
P1763,02-02-2026,S3,491,19,4,72,Yes,Low,No
P1764,03-02-2026,S9,427,48,2,62,No,Low,No
P1765,04-02-2026,S13,148,21,5,93,No,Low,Yes
P1766,05-02-2026,S18,27,45,4,87,Yes,Low,No
P1767,06-02-2026,S15,487,58,12,78,Yes,Low,No
P1768,07-02-2026,S4,309,115,13,82,No,Low,No
P1769,08-02-2026,S15,437,48,1,91,Yes,Low,No
P1770,09-02-2026,S2,64,102,12,72,Yes,Low,Yes
P1771,10-02-2026,S15,355,9,8,92,No,High,No
P1772,11-02-2026,S8,20,113,3,93,No,Medium,No
P1773,12-02-2026,S8,251,31,14,92,No,Low,No
P1774,13-02-2026,S17,234,91,6,64,No,Medium,No
P1775,14-02-2026,S12,226,108,4,62,No,Low,No
P1776,15-02-2026,S19,12,82,9,66,No,Low,No
P1777,16-02-2026,S10,312,83,7,83,Yes,High,No
P1778,17-02-2026,S9,48,47,9,81,No,Medium,No
P1779,18-02-2026,S5,117,101,10,82,No,Medium,No
P1780,19-02-2026,S6,53,35,3,89,No,High,No
P1781,20-02-2026,S20,137,103,1,77,No,High,No
P1782,21-02-2026,S2,52,21,5,91,No,Medium,Yes
P1783,22-02-2026,S13,43,96,3,66,No,Low,No
P1784,23-02-2026,S6,302,87,6,92,Yes,Low,No
P1785,24-02-2026,S5,52,114,8,64,No,Medium,No
P1786,25-02-2026,S1,73,58,11,87,No,Low,No
P1787,26-02-2026,S6,45,66,13,67,No,High,No
P1788,27-02-2026,S6,12,91,4,74,No,High,No
P1789,28-02-2026,S16,164,36,5,63,No,High,No
P1790,01-03-2026,S4,101,44,5,93,Yes,Medium,No
P1791,02-03-2026,S11,279,17,4,64,Yes,Medium,Yes
P1792,03-03-2026,S9,257,88,4,92,No,Medium,No
P1793,04-03-2026,S3,469,39,4,64,No,Low,No
P1794,05-03-2026,S19,336,9,4,97,Yes,Medium,No
P1795,06-03-2026,S8,355,77,4,93,Yes,Medium,No
P1796,07-03-2026,S5,397,33,5,85,No,High,No
P1797,08-03-2026,S4,137,74,2,60,No,Low,No
P1798,09-03-2026,S6,162,29,2,63,No,Low,Yes
P1799,10-03-2026,S2,408,99,9,98,Yes,High,No
P1800,11-03-2026,S20,386,26,2,85,No,Low,No
P1801,12-03-2026,S11,110,70,6,92,Yes,Medium,No
P1802,13-03-2026,S4,101,49,2,92,No,Low,No
P1803,14-03-2026,S15,16,73,5,67,No,High,No
P1804,15-03-2026,S6,267,95,4,79,Yes,Low,No
P1805,16-03-2026,S17,181,93,12,75,No,High,No
P1806,17-03-2026,S6,371,76,7,80,No,Medium,No
P1807,18-03-2026,S19,23,5,7,85,No,Medium,No
P1808,19-03-2026,S2,28,88,13,82,No,High,No
P1809,20-03-2026,S15,170,48,6,77,Yes,Medium,Yes
P1810,21-03-2026,S11,408,91,10,90,No,Medium,Yes
P1811,22-03-2026,S8,227,100,5,71,No,Low,Yes
P1812,23-03-2026,S19,377,79,1,60,No,Medium,Yes
P1813,24-03-2026,S13,187,43,12,68,No,High,Yes
P1814,25-03-2026,S12,345,115,3,62,No,Medium,Yes
P1815,26-03-2026,S5,229,58,9,85,No,Low,Yes
P1816,27-03-2026,S6,320,92,14,68,No,High,No
P1817,28-03-2026,S4,339,79,1,75,Yes,Medium,No
P1818,29-03-2026,S19,118,33,5,83,No,Medium,No
P1819,30-03-2026,S20,155,58,2,73,No,Medium,Yes
P1820,31-03-2026,S1,271,94,4,62,Yes,High,No
P1821,01-04-2026,S20,174,20,14,93,Yes,Low,No
P1822,02-04-2026,S17,464,103,14,92,No,High,Yes
P1823,03-04-2026,S12,103,24,11,83,Yes,High,No
P1824,04-04-2026,S15,91,50,1,68,Yes,Low,No
P1825,05-04-2026,S1,185,71,3,72,No,High,No
P1826,06-04-2026,S14,459,69,10,61,Yes,High,No
P1827,07-04-2026,S6,282,62,7,66,No,Medium,No
P1828,08-04-2026,S5,180,57,10,80,No,High,No
P1829,09-04-2026,S11,169,115,3,78,No,Medium,Yes
P1830,10-04-2026,S4,186,5,4,84,No,High,Yes
P1831,11-04-2026,S13,174,85,2,81,No,Medium,No
P1832,12-04-2026,S11,221,70,3,70,No,Medium,Yes
P1833,13-04-2026,S3,232,33,9,92,No,Medium,Yes
P1834,14-04-2026,S1,161,88,3,91,No,Low,No
P1835,15-04-2026,S6,420,74,11,80,Yes,High,No
P1836,16-04-2026,S18,133,12,5,98,No,High,Yes
P1837,17-04-2026,S10,390,33,2,79,No,High,No
P1838,18-04-2026,S5,479,116,4,67,No,Low,No
P1839,19-04-2026,S10,223,55,12,96,No,Medium,No
P1840,20-04-2026,S12,152,37,13,68,No,High,Yes
P1841,21-04-2026,S2,32,7,7,84,No,Low,No
P1842,22-04-2026,S13,54,64,14,84,No,Low,No
P1843,23-04-2026,S8,441,39,7,92,Yes,High,No
P1844,24-04-2026,S2,6,73,12,61,No,Medium,Yes
P1845,25-04-2026,S20,243,95,3,78,No,Low,No
P1846,26-04-2026,S1,312,112,5,79,No,High,No
P1847,27-04-2026,S5,125,80,1,88,Yes,Medium,Yes
P1848,28-04-2026,S9,11,88,10,65,Yes,Low,No
P1849,29-04-2026,S17,15,113,10,76,Yes,Low,Yes
P1850,30-04-2026,S9,207,24,10,84,No,High,No
P1851,01-05-2026,S11,42,77,11,97,No,High,Yes
P1852,02-05-2026,S15,372,43,1,63,No,Medium,No
P1853,03-05-2026,S6,483,8,5,89,No,High,No
P1854,04-05-2026,S3,460,119,13,79,No,High,No
P1855,05-05-2026,S17,134,23,10,62,No,Medium,No
P1856,06-05-2026,S5,227,106,9,82,No,High,Yes
P1857,07-05-2026,S12,110,95,1,77,No,Medium,No
P1858,08-05-2026,S18,306,49,1,85,No,Medium,No
P1859,09-05-2026,S14,456,47,4,95,Yes,Medium,Yes
P1860,10-05-2026,S11,159,17,4,67,No,High,No
P1861,11-05-2026,S9,330,17,2,76,No,Medium,Yes
P1862,12-05-2026,S2,263,64,9,90,No,High,No
P1863,13-05-2026,S12,224,61,14,96,No,Medium,No
P1864,14-05-2026,S3,470,90,9,92,No,High,Yes
P1865,15-05-2026,S3,216,96,13,86,Yes,Medium,No
P1866,16-05-2026,S1,455,56,13,63,No,Low,No
P1867,17-05-2026,S8,44,115,2,81,No,Low,No
P1868,18-05-2026,S8,213,57,14,85,Yes,Low,No
P1869,19-05-2026,S11,58,113,9,91,Yes,Medium,Yes
P1870,20-05-2026,S9,131,90,6,83,No,High,No
P1871,21-05-2026,S5,103,47,8,94,No,Medium,No
P1872,22-05-2026,S14,194,87,10,96,No,Medium,Yes
P1873,23-05-2026,S3,412,76,13,91,No,Medium,No
P1874,24-05-2026,S5,488,76,13,66,No,Medium,Yes
P1875,25-05-2026,S5,156,46,4,92,Yes,High,No
P1876,26-05-2026,S19,97,94,2,90,No,Medium,No
P1877,27-05-2026,S14,225,116,2,71,No,Low,No
P1878,28-05-2026,S4,411,119,9,70,Yes,Low,No
P1879,29-05-2026,S13,204,30,1,83,No,Low,No
P1880,30-05-2026,S10,78,27,12,67,No,Medium,No
P1881,31-05-2026,S18,123,47,7,91,Yes,High,No
P1882,01-06-2026,S8,470,81,11,97,No,High,No
P1883,02-06-2026,S8,427,32,14,81,No,High,No
P1884,03-06-2026,S7,217,13,3,93,No,Medium,No
P1885,04-06-2026,S8,3,24,3,78,Yes,High,Yes
P1886,05-06-2026,S14,89,60,2,79,No,Low,No
P1887,06-06-2026,S19,103,87,14,73,No,High,No
P1888,07-06-2026,S6,392,116,10,92,Yes,Medium,No
P1889,08-06-2026,S1,118,43,6,69,No,Medium,Yes
P1890,09-06-2026,S15,132,55,13,75,No,High,Yes
P1891,10-06-2026,S1,311,16,10,63,No,Medium,No
P1892,11-06-2026,S17,95,83,2,86,No,High,No
P1893,12-06-2026,S1,467,99,10,87,Yes,High,No
P1894,13-06-2026,S15,433,59,4,75,No,Low,No
P1895,14-06-2026,S2,330,82,10,92,No,Medium,No
P1896,15-06-2026,S14,142,15,9,78,No,Low,No
P1897,16-06-2026,S8,287,30,9,80,No,Medium,No
P1898,17-06-2026,S8,27,46,6,81,No,High,No
P1899,18-06-2026,S19,277,31,13,68,No,Medium,Yes
P1900,19-06-2026,S7,232,15,4,68,No,High,Yes
P1901,20-06-2026,S19,16,42,7,68,No,Medium,No
P1902,21-06-2026,S6,58,102,14,86,No,Low,No
P1903,22-06-2026,S6,89,47,1,76,Yes,Low,Yes
P1904,23-06-2026,S3,491,23,12,67,Yes,High,No
P1905,24-06-2026,S7,198,68,4,75,No,Low,Yes
P1906,25-06-2026,S19,361,10,5,77,Yes,High,No
P1907,26-06-2026,S8,440,50,8,92,No,High,Yes
P1908,27-06-2026,S10,25,106,12,60,Yes,High,No
P1909,28-06-2026,S20,24,117,2,71,Yes,Medium,Yes
P1910,29-06-2026,S15,393,46,12,65,No,High,No
P1911,30-06-2026,S15,300,96,5,64,No,Low,No
P1912,01-07-2026,S1,338,69,6,75,No,Medium,Yes
P1913,02-07-2026,S20,266,103,5,77,No,Low,No
P1914,03-07-2026,S7,460,108,13,77,No,High,Yes
P1915,04-07-2026,S4,180,76,9,60,Yes,High,No
P1916,05-07-2026,S6,455,63,10,78,Yes,Low,No
P1917,06-07-2026,S1,359,56,1,67,No,Medium,No
P1918,07-07-2026,S5,67,51,14,62,No,Low,No
P1919,08-07-2026,S1,494,11,3,84,No,High,No
